total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,hospital_beds_per_thousand,life_expectancy,human_development_index,stringency_category,location
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5053541.333333333,12392.666666666666,11129.809666666666,108374.0,202.66666666666666,233.57166666666666,111814.45833333333,274.19966666666664,246.258,2397.879,4.484333333333334,5.168,0.8866666666666667,0.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5069010.0,7440.666666666667,10166.714666666667,108714.0,143.33333333333334,234.95266666666666,112156.71766666666,164.63166666666666,224.94833333333332,2405.402,3.171333333333333,5.198333333333333,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
5058426.333333333,9997.333333333334,10715.667,108496.33333333333,182.66666666666666,237.76233333333334,111922.54366666666,221.20066666666668,237.09466666666665,2400.586,4.041666666666667,5.260666666666666,0.8866666666666667,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
1.0,1.0,1.8214823569714889,1.0000000224111312,0.39315645631967455,0.14300000320479178,0.022000000000000002,0.022000000000000002,0.040442780818868665,0.022000000493044885,0.00864944203903284,0.0030000000672333934,2.174818176625183,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
1.0,0.0,1.8204502610623001,0.99999996560444,0.3817117890552411,0.14299999508143496,0.022000000000000002,0.0,0.0404193241478844,0.021999999243297683,0.008397659359215305,0.0029999998968133204,2.174801900920477,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
1.0,0.0,1.8204502610623001,0.99999996560444,0.3817117890552411,0.14299999508143496,0.022000000000000002,0.0,0.0404193241478844,0.021999999243297683,0.008397659359215305,0.0029999998968133204,2.174801900920477,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
2.0,1.0,1.8161952127656358,1.0000000377602891,0.3950239415337807,0.14300000539972138,0.044000000000000004,0.022000000000000002,0.04032261843590236,0.022000000830726365,0.008690526713743174,0.003000000113280868,2.1748533482689676,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
8.0,6.0,1.7996684159999503,0.99999995691934,0.6140548413356521,0.14299999383946563,0.177,0.133,0.03994700949566678,0.02199999905222548,0.013509206509384348,0.0029999998707580197,2.1751481992738366,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
12.0,4.0,1.714,1.0,1.0,0.14300000000000002,0.266,0.08900000000000001,0.038,0.022000000000000002,0.022000000000000002,0.003,2.1752912562920326,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
12.0,0.0,1.714,1.0,0.0,0.14300000000000002,0.266,0.0,0.038,0.022000000000000002,0.0,0.003,2.1752228229516692,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
17.0,5.0,2.286,1.0,0.0,0.14300000000000002,0.376,0.111,0.051,0.022000000000000002,0.0,0.003,2.17549576723607,11.11,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,0.0,Argentina
19.0,2.0,2.571,1.0,0.0,0.14300000000000002,0.42,0.044000000000000004,0.057,0.022000000000000002,0.0,0.003,2.175976872594371,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,1.0,Argentina
19.0,0.0,2.571,1.0,0.0,0.14300000000000002,0.42,0.0,0.057,0.022000000000000002,0.0,0.003,2.175937801182432,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,1.0,Argentina
31.0,12.0,4.143,2.0,1.0,0.28600000000000003,0.6859999999999999,0.266,0.092,0.044000000000000004,0.022000000000000002,0.006,2.1767011171126263,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,1.0,Argentina
34.0,3.0,3.714,2.0,0.0,0.28600000000000003,0.752,0.066,0.08199999999999999,0.044000000000000004,0.0,0.006,2.1766727479252177,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,1.0,Argentina
45.0,11.0,4.7139999999999995,2.0,0.0,0.14300000000000002,0.996,0.243,0.10400000000000001,0.044000000000000004,0.0,0.003,2.1773637603396376,25.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,1.0,Argentina
56.0,11.0,6.2860000000000005,2.0,0.0,0.14300000000000002,1.239,0.243,0.139,0.044000000000000004,0.0,0.003,2.178710898212531,41.67,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,1.0,Argentina
68.0,12.0,7.2860000000000005,2.0,0.0,0.14300000000000002,1.505,0.266,0.161,0.044000000000000004,0.0,0.003,2.1795133356110554,41.67,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,1.0,Argentina
79.0,11.0,8.571,2.0,0.0,0.14300000000000002,1.7480000000000002,0.243,0.19,0.044000000000000004,0.0,0.003,2.1802352293713185,41.67,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,1.0,Argentina
97.0,18.0,11.142999999999999,3.0,1.0,0.28600000000000003,2.146,0.39799999999999996,0.247,0.066,0.022000000000000002,0.006,2.183682708991953,75.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
128.0,31.0,13.857000000000001,3.0,0.0,0.14300000000000002,2.832,0.6859999999999999,0.307,0.066,0.0,0.003,2.1877434770565545,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
158.0,30.0,17.714000000000002,4.0,1.0,0.28600000000000003,3.4960000000000004,0.664,0.392,0.08900000000000001,0.022000000000000002,0.006,2.19,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
266.0,108.0,31.570999999999998,4.0,0.0,0.28600000000000003,5.886,2.39,0.6990000000000001,0.08900000000000001,0.0,0.006,2.19,88.89,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
301.0,35.0,35.0,4.0,0.0,0.28600000000000003,6.66,0.774,0.774,0.08900000000000001,0.0,0.006,2.11,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
387.0,86.0,45.571000000000005,6.0,2.0,0.5710000000000001,8.562999999999999,1.903,1.008,0.133,0.044000000000000004,0.013000000000000001,2.03,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
387.0,0.0,44.0,8.0,2.0,0.857,8.562999999999999,0.0,0.9740000000000001,0.177,0.044000000000000004,0.019,1.96,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
502.0,115.0,57.857,9.0,1.0,0.857,11.107000000000001,2.544,1.28,0.19899999999999998,0.022000000000000002,0.019,1.92,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
589.0,87.0,65.857,13.0,4.0,1.429,13.032,1.925,1.4569999999999999,0.28800000000000003,0.08900000000000001,0.032,1.85,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
690.0,101.0,76.0,18.0,5.0,2.0,15.267000000000001,2.235,1.682,0.39799999999999996,0.111,0.044000000000000004,1.79,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
745.0,55.0,68.429,19.0,1.0,2.1430000000000002,16.484,1.217,1.514,0.42,0.022000000000000002,0.047,1.72,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
820.0,75.0,74.143,23.0,4.0,2.714,18.143,1.659,1.64,0.509,0.08900000000000001,0.06,1.69,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
1054.0,234.0,95.286,27.0,4.0,3.0,23.320999999999998,5.1770000000000005,2.108,0.597,0.08900000000000001,0.066,1.65,100.0,45195777.0,16.177,31.9,11.198,7.441,18933.907,191.032,5.5,5.0,76.67,0.845,3.0,Argentina
